id,rating,reviews,workingTime,lon,lat,is_work
63625,"0",57,"[null,null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":13,""minutes"":0},""to"":{""hours"":17,""minutes"":0}}]]",30.317187,59.848338,1
76386,"0","0","[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],null]",30.364959,59.958928,1
76446,"0","0",null,30.36082,59.938432,2
76464,"0",3,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null]",30.32327,59.975963,1
76465,5,36,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],null]",30.360432,59.942856,1
76496,"0",3,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.370913,59.937332,1
76524,4.2,15,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null,null]",30.373729,59.936835,1
76531,4.8,24,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null]",30.29508,59.959858,1
76538,4.3,4,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null]",30.359061,59.943493,1
76547,"0",17,"[[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":30},""to"":{""hours"":20,""minutes"":0}}]]",30.28884,59.965768,1
76553,4.3,39,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}]]",30.30955,59.967555,1
76558,"0",1,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],null]",30.331033,59.964625,1
76561,"0","0",null,30.313047,59.966719,2
76590,"0","0",null,30.293177,59.961377,2
76594,5,129,"[[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":21,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.234004,59.938587,1
76643,4.3,4,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null]",30.352452,59.945485,1
76649,"0",5,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],null]",30.259859,59.954954,1
76708,"0",141,"[[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.299667,59.95401,1
76764,4.3,11,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.347059,59.928722,1
76822,"0","0",null,30.343042,59.920487,2
76827,"0",1,null,30.351787,59.931142,2
76837,4.4,18,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.385833,59.92435,1
79420,4.3,23,"[[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":17,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.214026,60.004442,1
79493,"0","0",null,30.209822,60.003589,2
79499,5,257,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.205731,59.989826,1
79510,"0","0",null,30.209348,60.006371,2
79517,4.1,9,null,30.209744,60.003522,2
89421,"0","0",null,30.324773,59.849039,2
89772,4.4,29,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.41793,60.032132,1
97856,4.7,23,"[null,[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.301057,59.903533,1
97857,5,47,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.351949,59.933558,1
98141,4.3,6,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}]]",30.318871,59.915192,1
98151,4.9,17,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":18,""minutes"":0}}]]",30.290318,59.92494,1
98161,4.4,5,null,30.295102,59.912917,2
98178,"0","0","[[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":12,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.373588,59.807969,1
98185,"0",22,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":22,""minutes"":0}}]]",30.379204,59.827256,1
98191,2.7,2,null,30.379767,59.805746,2
98194,5,127,"[[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.324141,60.039767,1
98201,5,99,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}]]",30.27313,59.899514,1
98202,3.5,5,"[[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}],[{""from"":{""hours"":10,""minutes"":30},""to"":{""hours"":20,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":30},""to"":{""hours"":20,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":30},""to"":{""hours"":20,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":30},""to"":{""hours"":20,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":30},""to"":{""hours"":20,""minutes"":30}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":0}}]]",30.384559,59.830494,1
98204,4.8,18,"[null,[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":30}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":19,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":30}}],[{""from"":{""hours"":10,""minutes"":0},""to"":{""hours"":19,""minutes"":30}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":18,""minutes"":30}}]]",30.390969,59.832317,1
98210,"0",1,null,30.347967,59.832741,2
98211,"0","0","[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],null]",30.347961,59.832742,1
98214,"0","0",null,30.364316,59.832251,2
98253,"0","0",null,30.379828,59.870413,2
98266,"0",26,"[null,[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":20,""minutes"":0}}],[{""from"":{""hours"":11,""minutes"":0},""to"":{""hours"":15,""minutes"":0}}]]",30.280594,59.945469,1
98286,2.8,2,null,30.281481,59.940331,2
